,average_temperature,precipitation,windspeed,city,date
2021-11-01,5.6,91.0,15.8,Liepaja,2021-11-01
2022-06-01,16.5,34.7,10.5,Liepaja,2022-06-01
2022-07-01,18.0,26.3,11.9,Liepaja,2022-07-01
2022-08-01,20.4,62.8,8.3,Liepaja,2022-08-01
2022-09-01,11.7,44.4,8.7,Liepaja,2022-09-01
2022-10-01,11.3,43.5,12.4,Liepaja,2022-10-01
2022-11-01,3.9,23.2,11.0,Liepaja,2022-11-01
2020-02-01,7.0,69.0,10.5,Balikesir,2020-02-01
2020-03-01,9.4,45.0,10.3,Balikesir,2020-03-01
2020-04-01,11.6,49.0,11.6,Balikesir,2020-04-01
2020-05-01,17.7,60.0,7.8,Balikesir,2020-05-01
2020-06-01,21.8,69.0,7.6,Balikesir,2020-06-01
2020-07-01,25.2,0.5,17.6,Balikesir,2020-07-01
2020-09-01,23.6,0.0,14.7,Balikesir,2020-09-01
2020-10-01,18.2,24.0,5.7,Balikesir,2020-10-01
2020-11-01,9.8,30.0,11.6,Balikesir,2020-11-01
2020-12-01,9.3,37.0,7.9,Balikesir,2020-12-01
2021-01-01,6.8,176.0,7.6,Balikesir,2021-01-01
2021-02-01,6.4,98.0,10.9,Balikesir,2021-02-01
2021-03-01,6.7,97.0,10.5,Balikesir,2021-03-01
2021-04-01,12.6,97.0,9.0,Balikesir,2021-04-01
2021-05-01,18.6,14.0,8.3,Balikesir,2021-05-01
2021-06-01,21.5,60.0,8.1,Balikesir,2021-06-01
2021-07-01,26.4,0.5,15.4,Balikesir,2021-07-01
2021-08-01,26.2,0.0,13.8,Balikesir,2021-08-01
2021-09-01,20.5,8.0,15.0,Balikesir,2021-09-01
2021-10-01,14.6,44.0,11.0,Balikesir,2021-10-01
2021-11-01,12.0,81.0,8.7,Balikesir,2021-11-01
2021-12-01,8.4,81.3,8.8,Balikesir,2021-12-01
2022-01-01,3.9,69.5,8.1,Balikesir,2022-01-01
2022-02-01,6.1,135.5,8.6,Balikesir,2022-02-01
2022-03-01,4.5,38.1,11.9,Balikesir,2022-03-01
2022-04-01,13.7,58.0,9.2,Balikesir,2022-04-01
2022-05-01,18.2,5.9,9.5,Balikesir,2022-05-01
2022-06-01,23.3,30.6,14.9,Balikesir,2022-06-01
2022-07-01,24.8,53.3,18.9,Balikesir,2022-07-01
2022-08-01,25.7,17.0,13.7,Balikesir,2022-08-01
2022-09-01,21.3,20.6,10.4,Balikesir,2022-09-01
2022-10-01,16.2,2.3,13.2,Balikesir,2022-10-01
2022-11-01,12.4,53.4,7.2,Balikesir,2022-11-01
2019-12-01,5.3,72.0,15.4,Veenendaal,2019-12-01
2020-01-01,5.4,51.0,16.2,Veenendaal,2020-01-01
2020-02-01,6.5,157.0,22.4,Veenendaal,2020-02-01
2020-04-01,11.0,13.0,13.2,Veenendaal,2020-04-01
2020-05-01,12.8,12.0,13.0,Veenendaal,2020-05-01
2020-06-01,17.7,78.0,12.6,Veenendaal,2020-06-01
2020-07-01,16.7,51.0,12.2,Veenendaal,2020-07-01
2020-08-01,20.5,89.0,11.7,Veenendaal,2020-08-01
2020-09-01,15.0,65.0,11.5,Veenendaal,2020-09-01
2020-10-01,10.9,108.0,15.9,Veenendaal,2020-10-01
2020-11-01,8.4,58.0,13.4,Veenendaal,2020-11-01
2020-12-01,5.1,107.0,14.2,Veenendaal,2020-12-01
2021-01-01,2.6,88.0,14.3,Veenendaal,2021-01-01
2021-02-01,3.8,43.0,15.3,Veenendaal,2021-02-01
2021-04-01,6.1,45.0,13.0,Veenendaal,2021-04-01
2021-05-01,11.0,104.0,13.2,Veenendaal,2021-05-01
2021-06-01,18.5,53.0,9.8,Veenendaal,2021-06-01
2021-07-01,17.9,99.0,10.5,Veenendaal,2021-07-01
2021-08-01,16.5,92.0,11.5,Veenendaal,2021-08-01
2021-09-01,15.7,28.0,8.9,Veenendaal,2021-09-01
2021-10-01,11.1,145.0,13.4,Veenendaal,2021-10-01
2021-11-01,6.3,76.5,10.3,Veenendaal,2021-11-01
2021-12-01,4.8,54.8,13.4,Veenendaal,2021-12-01
2022-01-01,4.5,57.3,13.6,Veenendaal,2022-01-01
2022-02-01,6.1,133.2,21.6,Veenendaal,2022-02-01
2022-04-01,8.7,61.1,15.0,Veenendaal,2022-04-01
2022-05-01,14.2,71.3,11.5,Veenendaal,2022-05-01
2022-06-01,17.1,78.5,11.4,Veenendaal,2022-06-01
2022-07-01,18.6,22.4,10.4,Veenendaal,2022-07-01
2022-08-01,20.6,14.7,10.5,Veenendaal,2022-08-01
2022-09-01,14.5,64.9,9.6,Veenendaal,2022-09-01
2022-10-01,12.9,39.4,11.8,Veenendaal,2022-10-01
2022-11-01,8.3,74.4,14.8,Veenendaal,2022-11-01
2021-02-01,-3.1,57.2,15.8,Zamosc,2021-02-01
2021-04-01,6.0,71.0,15.7,Zamosc,2021-04-01
2021-05-01,12.2,86.1,15.2,Zamosc,2021-05-01
2021-06-01,18.5,59.0,10.2,Zamosc,2021-06-01
2021-07-01,21.7,63.7,10.4,Zamosc,2021-07-01
2021-08-01,17.1,193.7,11.8,Zamosc,2021-08-01
2021-09-01,12.5,65.2,12.9,Zamosc,2021-09-01
2021-10-01,8.3,14.5,14.8,Zamosc,2021-10-01
2021-11-01,4.8,34.5,15.8,Zamosc,2021-11-01
2021-12-01,-1.4,39.2,16.4,Zamosc,2021-12-01
2022-01-01,-0.3,56.2,22.8,Zamosc,2022-01-01
2022-02-01,2.4,47.3,20.8,Zamosc,2022-02-01
2022-04-01,6.4,74.6,13.6,Zamosc,2022-04-01
2022-06-01,19.0,30.1,11.3,Zamosc,2022-06-01
2022-07-01,19.1,83.9,12.5,Zamosc,2022-07-01
2022-08-01,20.1,78.6,9.0,Zamosc,2022-08-01
2022-09-01,11.7,88.8,11.2,Zamosc,2022-09-01
2022-10-01,10.7,44.4,13.0,Zamosc,2022-10-01
2022-11-01,3.7,41.0,9.9,Zamosc,2022-11-01
2020-09-01,12.5,47.7,14.0,Hameenlinna,2020-09-01
2020-12-01,0.3,93.0,14.6,Hameenlinna,2020-12-01
2021-01-01,-5.1,57.8,12.1,Hameenlinna,2021-01-01
2021-02-01,-8.4,34.1,11.2,Hameenlinna,2021-02-01
2021-04-01,4.2,35.2,14.4,Hameenlinna,2021-04-01
2021-05-01,10.2,81.2,12.9,Hameenlinna,2021-05-01
2021-06-01,19.4,37.9,11.8,Hameenlinna,2021-06-01
2021-07-01,20.7,21.1,11.9,Hameenlinna,2021-07-01
2021-08-01,15.1,123.9,13.4,Hameenlinna,2021-08-01
2021-09-01,9.0,21.9,12.5,Hameenlinna,2021-09-01
2021-10-01,7.6,85.7,16.7,Hameenlinna,2021-10-01
2021-11-01,0.8,37.7,14.0,Hameenlinna,2021-11-01
2021-12-01,-7.0,18.8,12.9,Hameenlinna,2021-12-01
2022-01-01,-4.0,55.7,15.7,Hameenlinna,2022-01-01
2022-02-01,-2.8,63.0,14.4,Hameenlinna,2022-02-01
2022-04-01,3.1,36.9,13.1,Hameenlinna,2022-04-01
2022-06-01,17.4,31.2,11.2,Hameenlinna,2022-06-01
2022-07-01,17.8,66.0,12.2,Hameenlinna,2022-07-01
2022-08-01,18.5,41.0,12.0,Hameenlinna,2022-08-01
2022-09-01,9.0,16.2,9.3,Hameenlinna,2022-09-01
2022-10-01,7.1,35.8,12.1,Hameenlinna,2022-10-01
2022-11-01,1.5,28.9,11.4,Hameenlinna,2022-11-01
2020-09-01,12.0,114.8,14.6,Vaasa,2020-09-01
2020-12-01,1.0,41.6,13.2,Vaasa,2020-12-01
2021-01-01,-5.6,50.9,10.9,Vaasa,2021-01-01
2021-02-01,-7.3,29.1,11.1,Vaasa,2021-02-01
2021-04-01,2.5,34.8,13.6,Vaasa,2021-04-01
2021-05-01,7.2,65.6,11.3,Vaasa,2021-05-01
2021-06-01,16.1,37.2,12.1,Vaasa,2021-06-01
2021-07-01,19.5,47.0,12.6,Vaasa,2021-07-01
2021-08-01,14.3,85.7,12.0,Vaasa,2021-08-01
2021-09-01,8.9,58.5,12.9,Vaasa,2021-09-01
2021-10-01,7.0,91.1,16.4,Vaasa,2021-10-01
2021-11-01,0.1,43.4,11.9,Vaasa,2021-11-01
2021-12-01,-6.2,47.2,12.2,Vaasa,2021-12-01
2022-01-01,-4.3,45.7,16.2,Vaasa,2022-01-01
2022-02-01,-4.5,25.5,13.2,Vaasa,2022-02-01
2022-04-01,1.2,21.7,10.8,Vaasa,2022-04-01
2022-06-01,16.9,73.9,13.4,Vaasa,2022-06-01
2022-07-01,17.2,76.7,13.3,Vaasa,2022-07-01
2022-08-01,16.8,118.0,13.4,Vaasa,2022-08-01
2022-09-01,9.4,47.2,12.6,Vaasa,2022-09-01
2022-10-01,6.9,63.2,15.2,Vaasa,2022-10-01
2021-02-01,4.6,60.5,19.7,Farnborough,2021-02-01
2021-04-01,5.7,8.6,14.0,Farnborough,2021-04-01
2021-05-01,9.8,93.5,17.0,Farnborough,2021-05-01
2021-06-01,15.9,90.9,12.2,Farnborough,2021-06-01
2021-07-01,17.0,79.4,13.6,Farnborough,2021-07-01
2021-08-01,15.4,49.7,14.7,Farnborough,2021-08-01
2021-09-01,15.7,60.3,13.0,Farnborough,2021-09-01
2021-10-01,11.7,131.9,17.1,Farnborough,2021-10-01
2021-11-01,7.0,9.3,14.3,Farnborough,2021-11-01
2021-12-01,6.7,71.4,17.5,Farnborough,2021-12-01
2022-01-01,4.5,18.0,14.0,Farnborough,2022-01-01
2022-02-01,6.7,59.6,22.5,Farnborough,2022-02-01
2022-04-01,8.7,28.5,15.6,Farnborough,2022-04-01
2022-05-01,12.8,49.0,13.4,Farnborough,2022-05-01
2022-06-01,15.3,50.6,14.9,Farnborough,2022-06-01
2022-07-01,19.3,11.8,13.8,Farnborough,2022-07-01
2022-08-01,19.1,37.7,12.8,Farnborough,2022-08-01
2022-09-01,14.1,52.3,13.0,Farnborough,2022-09-01
2022-10-01,13.1,64.5,16.4,Farnborough,2022-10-01
2022-11-01,9.2,139.6,18.6,Farnborough,2022-11-01
2019-12-01,0.8,33.0,5.2,Fryazino,2019-12-01
2020-01-01,0.1,54.0,5.0,Fryazino,2020-01-01
2020-02-01,-0.3,39.0,5.0,Fryazino,2020-02-01
2020-03-01,3.8,51.0,5.6,Fryazino,2020-03-01
2020-04-01,4.8,28.0,5.4,Fryazino,2020-04-01
2020-05-01,11.7,156.0,4.4,Fryazino,2020-05-01
2020-06-01,18.9,159.0,3.3,Fryazino,2020-06-01
2020-07-01,18.7,170.0,2.8,Fryazino,2020-07-01
2020-08-01,17.6,34.0,2.9,Fryazino,2020-08-01
2020-09-01,13.9,65.0,3.4,Fryazino,2020-09-01
2020-10-01,9.2,54.0,2.8,Fryazino,2020-10-01
2020-11-01,2.2,48.0,4.6,Fryazino,2020-11-01
2020-12-01,-4.4,30.0,4.1,Fryazino,2020-12-01
2021-01-01,-5.8,68.0,4.2,Fryazino,2021-01-01
2021-02-01,-10.5,70.0,4.5,Fryazino,2021-02-01
2021-03-01,-1.3,36.0,4.5,Fryazino,2021-03-01
2021-04-01,7.5,91.0,4.5,Fryazino,2021-04-01
2021-05-01,14.3,94.0,4.5,Fryazino,2021-05-01
2021-06-01,20.5,62.0,3.1,Fryazino,2021-06-01
2021-07-01,22.2,43.0,3.0,Fryazino,2021-07-01
2021-08-01,19.5,108.0,2.6,Fryazino,2021-08-01
2021-09-01,9.9,84.0,4.0,Fryazino,2021-09-01
2021-10-01,6.4,42.0,3.4,Fryazino,2021-10-01
2021-11-01,2.3,79.0,5.2,Fryazino,2021-11-01
2022-06-01,18.7,42.1,5.7,Fryazino,2022-06-01
2022-07-01,20.7,36.2,3.3,Fryazino,2022-07-01
2022-08-01,21.7,32.4,2.7,Fryazino,2022-08-01
2022-09-01,9.9,73.7,3.3,Fryazino,2022-09-01
2022-10-01,7.3,50.1,3.5,Fryazino,2022-10-01
2022-11-01,-0.6,29.6,4.8,Fryazino,2022-11-01
2021-02-01,4.7,56.1,17.6,Stourbridge,2021-02-01
2021-04-01,6.1,18.5,11.0,Stourbridge,2021-04-01
2021-05-01,9.6,125.5,13.9,Stourbridge,2021-05-01
2021-06-01,15.6,36.4,11.5,Stourbridge,2021-06-01
2021-07-01,17.5,71.7,10.4,Stourbridge,2021-07-01
2021-08-01,15.5,62.0,12.1,Stourbridge,2021-08-01
2021-09-01,15.4,67.3,11.2,Stourbridge,2021-09-01
2021-10-01,11.9,105.8,16.2,Stourbridge,2021-10-01
2021-11-01,7.3,27.2,13.3,Stourbridge,2021-11-01
2021-12-01,6.4,100.1,15.3,Stourbridge,2021-12-01
2022-01-01,4.2,17.2,12.8,Stourbridge,2022-01-01
2022-02-01,6.7,96.6,21.0,Stourbridge,2022-02-01
2022-04-01,8.6,20.7,14.0,Stourbridge,2022-04-01
2022-06-01,14.9,51.5,13.1,Stourbridge,2022-06-01
2022-07-01,17.8,48.2,12.6,Stourbridge,2022-07-01
2022-08-01,18.3,57.0,11.1,Stourbridge,2022-08-01
2021-02-01,4.4,46.3,7.7,Prilep,2021-02-01
2021-04-01,9.3,31.8,7.8,Prilep,2021-04-01
2021-05-01,16.5,9.8,9.6,Prilep,2021-05-01
2021-06-01,19.8,31.0,7.1,Prilep,2021-06-01
2021-07-01,24.0,68.5,7.0,Prilep,2021-07-01
2021-08-01,24.1,15.8,7.3,Prilep,2021-08-01
2021-09-01,17.5,30.8,6.6,Prilep,2021-09-01
2021-10-01,9.4,101.1,6.5,Prilep,2021-10-01
2021-11-01,8.3,42.3,6.3,Prilep,2021-11-01
2021-12-01,2.9,48.2,8.2,Prilep,2021-12-01
2022-01-01,0.3,11.8,8.1,Prilep,2022-01-01
2022-02-01,3.5,21.1,8.5,Prilep,2022-02-01
2022-04-01,10.6,14.2,9.1,Prilep,2022-04-01
2022-06-01,21.4,79.7,7.2,Prilep,2022-06-01
2022-07-01,22.8,88.9,7.3,Prilep,2022-07-01
2022-08-01,22.0,76.6,6.4,Prilep,2022-08-01
2022-09-01,17.1,47.3,7.9,Prilep,2022-09-01
2022-10-01,12.6,31.8,5.7,Prilep,2022-10-01
2022-11-01,9.2,52.8,7.5,Prilep,2022-11-01
2021-02-01,6.0,20.7,7.7,Kraljevo,2021-02-01
2021-04-01,9.8,63.7,6.9,Kraljevo,2021-04-01
2021-05-01,16.4,48.8,8.1,Kraljevo,2021-05-01
2021-06-01,21.3,31.1,6.4,Kraljevo,2021-06-01
2021-07-01,24.9,69.4,6.8,Kraljevo,2021-07-01
2021-08-01,22.6,15.6,5.8,Kraljevo,2021-08-01
2021-09-01,17.7,24.5,5.6,Kraljevo,2021-09-01
2021-10-01,10.0,70.7,7.3,Kraljevo,2021-10-01
2021-11-01,7.8,74.8,7.5,Kraljevo,2021-11-01
2021-12-01,3.5,119.1,7.2,Kraljevo,2021-12-01
2022-01-01,0.6,54.8,6.2,Kraljevo,2022-01-01
2022-02-01,4.7,54.2,6.9,Kraljevo,2022-02-01
2022-04-01,11.6,47.4,7.5,Kraljevo,2022-04-01
2022-06-01,21.9,179.3,6.3,Kraljevo,2022-06-01
2022-07-01,23.8,29.7,6.7,Kraljevo,2022-07-01
2022-08-01,23.0,79.7,5.6,Kraljevo,2022-08-01
2022-09-01,16.6,100.2,5.8,Kraljevo,2022-09-01
2022-10-01,13.2,12.5,4.6,Kraljevo,2022-10-01
2022-11-01,8.6,114.4,5.5,Kraljevo,2022-11-01
2019-12-01,12.4,142.0,14.7,Agia Paraskevi,2019-12-01
2020-01-01,9.5,19.0,18.4,Agia Paraskevi,2020-01-01
2020-02-01,11.5,11.0,15.4,Agia Paraskevi,2020-02-01
2020-04-01,15.5,21.0,16.0,Agia Paraskevi,2020-04-01
2020-05-01,21.4,32.0,11.3,Agia Paraskevi,2020-05-01
2020-06-01,24.8,22.0,11.6,Agia Paraskevi,2020-06-01
2020-07-01,29.0,0.0,17.7,Agia Paraskevi,2020-07-01
2020-08-01,28.7,22.0,14.8,Agia Paraskevi,2020-08-01
2020-09-01,26.1,3.0,16.3,Agia Paraskevi,2020-09-01
2020-10-01,21.0,33.0,9.6,Agia Paraskevi,2020-10-01
2020-11-01,15.1,5.0,17.5,Agia Paraskevi,2020-11-01
2020-12-01,13.8,142.0,14.6,Agia Paraskevi,2020-12-01
2021-01-01,11.9,36.0,16.0,Agia Paraskevi,2021-01-01
2021-02-01,11.9,29.0,15.9,Agia Paraskevi,2021-02-01
2021-04-01,16.0,15.0,13.7,Agia Paraskevi,2021-04-01
2021-05-01,22.6,0.0,11.4,Agia Paraskevi,2021-05-01
2021-06-01,25.0,23.0,10.3,Agia Paraskevi,2021-06-01
2021-07-01,31.0,0.0,18.1,Agia Paraskevi,2021-07-01
2021-08-01,30.2,0.0,15.5,Agia Paraskevi,2021-08-01
2021-09-01,24.7,0.0,16.3,Agia Paraskevi,2021-09-01
2021-10-01,18.3,128.0,16.3,Agia Paraskevi,2021-10-01
2021-11-01,16.1,63.0,14.5,Agia Paraskevi,2021-11-01
2021-12-01,11.9,115.8,16.7,Agia Paraskevi,2021-12-01
2022-01-01,8.7,65.5,15.4,Agia Paraskevi,2022-01-01
2022-02-01,11.0,54.2,14.7,Agia Paraskevi,2022-02-01
2022-04-01,15.7,36.9,12.9,Agia Paraskevi,2022-04-01
2022-06-01,25.6,17.1,15.7,Agia Paraskevi,2022-06-01
2022-07-01,27.1,9.9,21.9,Agia Paraskevi,2022-07-01
2022-08-01,26.8,20.4,14.5,Agia Paraskevi,2022-08-01
2022-09-01,23.7,4.9,13.9,Agia Paraskevi,2022-09-01
2022-10-01,19.4,8.7,17.4,Agia Paraskevi,2022-10-01
2022-11-01,16.3,85.9,14.6,Agia Paraskevi,2022-11-01
2021-02-01,0.6,10.4,15.3,Hereford,2021-02-01
2021-04-01,13.3,8.3,19.3,Hereford,2021-04-01
2021-05-01,18.7,115.9,20.2,Hereford,2021-05-01
2021-06-01,25.6,95.7,16.3,Hereford,2021-06-01
2021-07-01,24.9,168.4,11.6,Hereford,2021-07-01
2021-08-01,25.6,63.9,14.1,Hereford,2021-08-01
2021-09-01,23.5,22.1,15.9,Hereford,2021-09-01
2021-10-01,16.2,31.0,16.2,Hereford,2021-10-01
2021-11-01,10.0,1.5,14.7,Hereford,2021-11-01
2021-12-01,8.5,0.2,19.3,Hereford,2021-12-01
2022-01-01,2.3,8.5,17.0,Hereford,2022-01-01
2022-02-01,2.1,10.4,18.4,Hereford,2022-02-01
2022-04-01,16.2,10.1,22.9,Hereford,2022-04-01
2022-05-01,21.9,16.7,20.3,Hereford,2022-05-01
2022-06-01,26.5,35.6,18.5,Hereford,2022-06-01
2022-07-01,29.1,83.8,14.5,Hereford,2022-07-01
2022-08-01,25.0,96.3,10.8,Hereford,2022-08-01
2022-09-01,23.6,22.4,14.4,Hereford,2022-09-01
2022-10-01,15.1,64.3,13.7,Hereford,2022-10-01
2022-11-01,6.7,22.4,18.2,Hereford,2022-11-01
2021-02-01,4.1,26.5,9.2,Veliko Tarnovo,2021-02-01
2021-04-01,10.1,85.2,11.0,Veliko Tarnovo,2021-04-01
2021-05-01,17.6,86.3,11.6,Veliko Tarnovo,2021-05-01
2021-06-01,20.1,127.7,8.3,Veliko Tarnovo,2021-06-01
2021-07-01,24.2,13.1,9.1,Veliko Tarnovo,2021-07-01
2021-08-01,23.3,19.9,8.6,Veliko Tarnovo,2021-08-01
2021-09-01,17.6,9.3,9.3,Veliko Tarnovo,2021-09-01
2021-10-01,9.7,100.2,7.7,Veliko Tarnovo,2021-10-01
2021-11-01,8.2,38.0,8.9,Veliko Tarnovo,2021-11-01
2021-12-01,3.6,75.3,10.8,Veliko Tarnovo,2021-12-01
2022-01-01,1.7,18.3,12.8,Veliko Tarnovo,2022-01-01
2022-02-01,4.6,50.0,10.8,Veliko Tarnovo,2022-02-01
2022-04-01,11.7,82.2,11.0,Veliko Tarnovo,2022-04-01
2022-05-01,17.1,34.8,9.0,Veliko Tarnovo,2022-05-01
2022-06-01,21.6,59.2,8.7,Veliko Tarnovo,2022-06-01
2022-07-01,23.9,14.2,9.7,Veliko Tarnovo,2022-07-01
2022-08-01,24.1,40.3,8.1,Veliko Tarnovo,2022-08-01
2022-09-01,17.9,43.9,10.1,Veliko Tarnovo,2022-09-01
2019-12-01,2.8,38.0,13.3,Trnava,2019-12-01
2020-01-01,-0.3,10.0,8.3,Trnava,2020-01-01
2020-02-01,5.2,42.0,16.9,Trnava,2020-02-01
2020-04-01,11.1,9.0,10.7,Trnava,2020-04-01
2020-05-01,13.1,56.0,14.0,Trnava,2020-05-01
2020-06-01,18.3,75.0,13.3,Trnava,2020-06-01
2020-07-01,20.5,68.0,10.0,Trnava,2020-07-01
2020-08-01,21.8,77.0,10.5,Trnava,2020-08-01
2020-09-01,16.8,108.0,10.5,Trnava,2020-09-01
2020-10-01,10.8,160.0,12.5,Trnava,2020-10-01
2020-11-01,4.9,16.0,8.0,Trnava,2020-11-01
2020-12-01,3.1,48.0,12.8,Trnava,2020-12-01
2021-01-01,0.4,51.0,11.0,Trnava,2021-01-01
2021-02-01,1.5,25.0,11.9,Trnava,2021-02-01
2021-04-01,7.7,32.0,15.4,Trnava,2021-04-01
2021-05-01,12.7,122.0,14.0,Trnava,2021-05-01
2021-06-01,21.1,22.0,10.0,Trnava,2021-06-01
2021-07-01,22.6,78.0,11.5,Trnava,2021-07-01
2021-08-01,19.2,108.0,10.0,Trnava,2021-08-01
2021-09-01,16.4,27.0,10.2,Trnava,2021-09-01
2021-10-01,10.0,12.0,12.2,Trnava,2021-10-01
2021-11-01,5.1,41.0,11.4,Trnava,2021-11-01
2021-12-01,1.1,52.9,13.4,Trnava,2021-12-01
2022-01-01,1.4,34.3,15.6,Trnava,2022-01-01
2022-02-01,4.4,43.9,16.2,Trnava,2022-02-01
2022-04-01,8.6,41.5,14.9,Trnava,2022-04-01
2022-05-01,16.5,25.3,10.0,Trnava,2022-05-01
2022-06-01,21.0,67.5,12.3,Trnava,2022-06-01
2022-07-01,21.9,44.0,12.3,Trnava,2022-07-01
2022-08-01,22.3,70.9,12.1,Trnava,2022-08-01
2022-09-01,14.7,76.6,10.8,Trnava,2022-09-01
2022-10-01,12.2,32.7,8.5,Trnava,2022-10-01
2022-11-01,6.1,18.8,9.8,Trnava,2022-11-01
2022-06-01,22.9,57.9,6.9,Ioannina,2022-06-01
2022-07-01,25.0,25.6,7.0,Ioannina,2022-07-01
2022-08-01,23.0,29.3,5.9,Ioannina,2022-08-01
2022-09-01,19.0,71.6,4.9,Ioannina,2022-09-01
2022-10-01,15.1,105.8,4.9,Ioannina,2022-10-01
2022-11-01,10.8,168.9,4.9,Ioannina,2022-11-01
2021-02-01,9.9,12.0,5.1,Denizli,2021-02-01
2021-03-01,9.5,77.0,5.6,Denizli,2021-03-01
2021-04-01,16.3,11.0,6.9,Denizli,2021-04-01
2021-05-01,23.7,0.0,6.8,Denizli,2021-05-01
2021-06-01,24.3,20.0,5.9,Denizli,2021-06-01
2021-07-01,30.1,2.0,7.0,Denizli,2021-07-01
2021-08-01,30.2,0.0,6.9,Denizli,2021-08-01
2021-09-01,23.6,4.0,6.0,Denizli,2021-09-01
2021-10-01,17.5,23.0,4.8,Denizli,2021-10-01
2021-11-01,14.6,42.0,4.2,Denizli,2021-11-01
2021-12-01,9.6,142.4,4.1,Denizli,2021-12-01
2022-01-01,5.2,85.6,4.7,Denizli,2022-01-01
2022-02-01,9.0,97.5,4.8,Denizli,2022-02-01
2022-03-01,7.5,84.1,5.8,Denizli,2022-03-01
2022-04-01,19.5,27.6,5.8,Denizli,2022-04-01
2022-06-01,27.3,74.2,6.5,Denizli,2022-06-01
2022-07-01,31.7,0.5,6.9,Denizli,2022-07-01
2022-08-01,30.5,16.1,6.0,Denizli,2022-08-01
2022-09-01,25.7,6.1,6.0,Denizli,2022-09-01
2022-10-01,19.8,11.2,4.7,Denizli,2022-10-01
2022-11-01,14.6,59.8,4.4,Denizli,2022-11-01
2019-12-01,15.3,95.0,23.0,La Linea de la Concepcion,2019-12-01
2020-01-01,13.9,72.0,15.4,La Linea de la Concepcion,2020-01-01
2020-02-01,15.7,1.0,19.6,La Linea de la Concepcion,2020-02-01
2020-04-01,17.0,72.0,21.4,La Linea de la Concepcion,2020-04-01
2020-05-01,20.5,56.0,17.4,La Linea de la Concepcion,2020-05-01
2020-06-01,22.5,2.0,18.1,La Linea de la Concepcion,2020-06-01
2020-07-01,24.9,0.0,16.2,La Linea de la Concepcion,2020-07-01
2020-08-01,25.4,2.0,17.2,La Linea de la Concepcion,2020-08-01
2020-09-01,23.5,8.0,17.6,La Linea de la Concepcion,2020-09-01
2020-10-01,18.6,24.0,15.7,La Linea de la Concepcion,2020-10-01
2020-11-01,17.5,75.0,18.2,La Linea de la Concepcion,2020-11-01
2020-12-01,14.7,29.0,19.5,La Linea de la Concepcion,2020-12-01
2021-01-01,13.0,270.0,21.1,La Linea de la Concepcion,2021-01-01
2021-02-01,15.1,42.0,25.0,La Linea de la Concepcion,2021-02-01
2021-04-01,17.7,22.0,20.8,La Linea de la Concepcion,2021-04-01
2021-05-01,20.0,3.0,17.8,La Linea de la Concepcion,2021-05-01
2021-06-01,21.8,1.0,17.1,La Linea de la Concepcion,2021-06-01
2021-07-01,24.1,0.0,17.8,La Linea de la Concepcion,2021-07-01
2021-08-01,24.7,0.0,14.9,La Linea de la Concepcion,2021-08-01
2021-09-01,22.8,15.0,14.8,La Linea de la Concepcion,2021-09-01
2021-10-01,20.7,1.0,19.0,La Linea de la Concepcion,2021-10-01
2021-11-01,15.8,133.0,19.9,La Linea de la Concepcion,2021-11-01
2021-12-01,15.1,59.0,23.3,La Linea de la Concepcion,2021-12-01
2022-01-01,14.3,27.8,29.4,La Linea de la Concepcion,2022-01-01
2022-02-01,15.2,14.7,23.4,La Linea de la Concepcion,2022-02-01
2022-04-01,16.5,86.5,21.3,La Linea de la Concepcion,2022-04-01
2022-05-01,20.0,1.4,18.8,La Linea de la Concepcion,2022-05-01
2022-06-01,22.7,0.0,22.3,La Linea de la Concepcion,2022-06-01
2022-07-01,24.4,0.0,20.2,La Linea de la Concepcion,2022-07-01
2022-08-01,24.9,0.3,17.5,La Linea de la Concepcion,2022-08-01
2022-09-01,22.8,5.6,19.1,La Linea de la Concepcion,2022-09-01
2022-10-01,20.6,0.3,15.4,La Linea de la Concepcion,2022-10-01
2022-11-01,18.0,31.9,18.5,La Linea de la Concepcion,2022-11-01
2019-12-01,3.6,56.0,12.8,Tatabanya,2019-12-01
2020-01-01,0.0,15.0,8.2,Tatabanya,2020-01-01
2020-02-01,6.0,25.0,15.9,Tatabanya,2020-02-01
2020-04-01,12.2,3.0,9.9,Tatabanya,2020-04-01
2020-05-01,13.9,38.0,7.8,Tatabanya,2020-05-01
2020-06-01,19.8,46.0,10.5,Tatabanya,2020-06-01
2020-07-01,22.4,28.0,8.6,Tatabanya,2020-07-01
2020-08-01,23.0,70.0,8.7,Tatabanya,2020-08-01
2020-09-01,16.7,71.0,8.4,Tatabanya,2020-09-01
2020-10-01,11.5,130.0,10.4,Tatabanya,2020-10-01
2020-11-01,5.6,18.0,7.1,Tatabanya,2020-11-01
2020-12-01,4.0,23.0,11.5,Tatabanya,2020-12-01
2021-01-01,1.8,31.0,9.6,Tatabanya,2021-01-01
2021-02-01,2.3,34.1,10.1,Tatabanya,2021-02-01
2021-04-01,8.6,56.8,9.6,Tatabanya,2021-04-01
2021-05-01,13.9,98.0,9.1,Tatabanya,2021-05-01
2021-06-01,21.9,13.2,5.9,Tatabanya,2021-06-01
2021-07-01,23.0,82.4,7.4,Tatabanya,2021-07-01
2021-08-01,19.4,67.6,6.4,Tatabanya,2021-08-01
2021-09-01,15.9,35.0,5.4,Tatabanya,2021-09-01
